title,price,bedrooms,bathrooms,city,property_type,email,phone,24/7 Security,Parking,Shared Gym,Shared Pool,Balcony,Built-in Wardrobes,Maid's Room,Fully Equipped Kitchen,Spacious Living Room,feature_score,total_rooms,price_per_room,city_encoded,property_type_encoded,price_minmax,price_per_room_minmax,total_rooms_minmax,feature_score_minmax,price_std,price_per_room_std,total_rooms_std,feature_score_std
126 SQM Freehold Ground Floor Shop – Muscat Hills Business Tower 2,201600,2.6,2.8,Unknown,Shop,info@vistaoman.com,96871514513,False,False,False,False,False,False,False,False,False,29,5.4,37333.33333333333,58,3,0.20144028805761152,0.3462563397232012,0.18888888888888888,0.4358974358974359,0.7566644847101767,0.8785818146211251,-0.01617398183074357,0.32733095150772346
"1 BR Brilliant Apartment in Havana, Salalah",47000,1.0,1.0,Unknown,Apartment,info@vistaoman.com,96893893443,False,False,False,True,True,True,False,False,False,27,2.0,23500.0,58,0,0.04680936187237448,0.2178285910771082,0.0,0.3846153846153846,-0.2716666926840961,0.27889659521612903,-1.2466096496045744,0.050299082382983674
4 BR + Maid’s Room + Storage Room Stunning Villa in Muscat Hills,1450,4.0,4.0,Muscat Hills,Villa,info@vistaoman.com,96893891066,False,False,False,False,False,False,True,True,False,32,8.0,181.25,46,4,0.001250250050010002,0.001338863577752944,0.3333333333333333,0.5128205128205128,-0.5746452510948925,-0.7319884440609978,0.9247474111727738,0.742878755194833
2 BR Fully Furnished Apartment in Muscat Grand Mall,700,2.0,2.0,Muscat Grand Mall,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,True,False,False,True,20,4.0,175.0,45,0,0.0005001000200040008,0.0012808389925212755,0.1111111111111111,0.20512820512820507,-0.5796339211016565,-0.732259386178199,-0.5228239626787916,-0.9193124595536055
2 BR Flat with Balconies in Qurum For Sale,53000,2.0,2.0,Qurum For Sale,,info@vistaoman.com,96893893288,False,False,False,False,False,False,False,False,False,13,4.0,13250.0,50,5,0.052810562112422486,0.12266827129717184,0.1111111111111111,0.025641025641025605,-0.2317573326299846,-0.16544847699359708,-0.5228239626787916,-1.8889240014901947
Furnished Office Space in Maktabi Business Center Wattayah FOR RENT,375,2.6,2.8,Maktabi Business Center Wattayah FOR RENT,Office,info@vistaoman.com,96893389810,False,False,False,False,False,False,False,False,False,24,5.4,69.44444444444444,38,1,0.0001750350070014003,0.00030086821971976265,0.18888888888888888,0.3076923076923077,-0.5817956781045874,-0.7368352974909278,-0.01617398183074357,-0.36524872130412595
2 BR Great Apartment Al Khuwair – Amenities Nearby,220,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96891991280,False,False,False,False,True,False,False,False,True,19,4.0,55.0,58,0,2.000400080016002e-05,0.0001667669560732399,0.1111111111111111,0.17948717948717946,-0.5828266699059853,-0.7374614748284591,-0.5228239626787916,-1.0578283941159754
31.87 S	QM Shop in Azaiba – Commercial Use – Excellent Location,480,2.6,2.8,Unknown,Shop,info@vistaoman.com,96893389810,False,False,False,False,False,False,False,False,False,17,5.4,88.88888888888889,58,3,0.00028005601120224046,0.0004813891515516203,0.18888888888888888,0.1282051282051282,-0.5810972643036405,-0.7359923664596356,-0.01617398183074357,-1.3348602632407152
3 BR + Maid’s Room Freehold Townhouse in Sultan Haitham City – Phase 2,111700,3.0,3.0,Unknown,,info@vistaoman.com,96871112421,False,False,False,False,False,False,True,False,False,26,6.0,18616.666666666668,58,5,0.11152230446089219,0.17249204848276453,0.2222222222222222,0.3589743589743589,0.15868923989940614,0.06720048764304007,0.20096172424699113,-0.0882168521793862
5 + 1 Freehold Future-Ready Villa – Sultan Haitham City,227700,2.6,5.0,Unknown,Villa,info@vistaoman.com,96893893443,False,False,False,False,True,False,True,False,True,38,7.6,29960.526315789473,58,4,0.22754550910182036,0.2778076886534224,0.31111111111111106,0.6666666666666666,0.9302702009455615,0.5589651837334275,0.7799902737876172,1.5739743625690523
1 BR Cozy Apartment in Al Khuwair – Gas Included,210,1.0,1.0,Unknown,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,True,False,False,False,21,2.0,105.0,58,0,1.000200040008001e-05,0.0006309636379265881,0.0,0.23076923076923073,-0.5828931855060755,-0.7352939378908507,-1.2466096496045744,-0.7807965249912356
7 BR Stunning Villa in Bawshar Heights with Elevator,370000,7.0,7.0,Bawshar Heights with Elevator,Villa,info@vistaoman.com,96871514513,False,True,False,False,True,False,False,False,False,23,14.0,26428.571428571428,15,4,0.369873974794959,0.24501725387137574,0.6666666666666665,0.28205128205128205,1.8767871902289057,0.4058523301331936,3.0961044719501225,-0.5037646558664959
5 BR + Maid’s Room Villa in Mawaleh close to Amenities,500,5.0,5.0,Mawaleh close to Amenities,Villa,info@vistaoman.com,96891991280,False,False,False,False,False,False,True,False,False,24,10.0,50.0,41,4,0.0003000600120024005,0.00012034728788790506,0.4444444444444445,0.3076923076923077,-0.5809642331034601,-0.73767822852222,1.6485330980985566,-0.36524872130412595
3 BR + Maid’s Room Duplex Apartment in Bousher with Shared Pool & Gym,112000,3.0,3.0,Unknown,Apartment,info@vistaoman.com,96891991280,False,False,False,False,True,True,True,True,True,24,6.0,18666.666666666668,58,0,0.11182236447289458,0.17295624516461788,0.2222222222222222,0.3076923076923077,0.1606847079021117,0.06936802458064849,0.20096172424699113,-0.36524872130412595
3 BR + Maid’s Room Great Villa – Madinat Sultan Qaboos,600,3.0,3.0,Unknown,Villa,info@vistaoman.com,96893893288,False,False,False,False,False,True,True,False,True,32,6.0,100.0,58,4,0.00040008001600320064,0.0005845439697412533,0.2222222222222222,0.5128205128205128,-0.5802990771025582,-0.7355106915846116,0.20096172424699113,0.742878755194833
Office Space 2 Person’s in Maktabi Business Center Wuttayah FOR RENT,230,2.6,2.8,Maktabi Business Center Wuttayah FOR RENT,Office,info@vistaoman.com,96893389810,False,True,False,False,False,False,False,False,False,24,5.4,42.59259259259259,39,1,3.000600120024006e-05,5.1577409094816424e-05,0.18888888888888888,0.3076923076923077,-0.5827601543058951,-0.7379993451055694,-0.01617398183074357,-0.36524872130412595
1 BR Impressive Spacious Apartment in Muscat Hills,330,1.0,1.0,Muscat Hills,Apartment,info@vistaoman.com,96893891066,False,False,True,True,True,True,False,True,False,28,2.0,165.0,46,0,0.00013002600520104022,0.0011879996561506058,0.0,0.41025641025641024,-0.5820949983049933,-0.7326928935657206,-1.2466096496045744,0.18881501694535355
3 BR Freehold Offplan Apartment in Sohar,57380,3.0,3.0,Sohar,Apartment,info@vistaoman.com,96871514513,False,False,True,False,False,False,False,False,False,36,6.0,9563.333333333334,55,0,0.057191438287657534,0.08844150262185163,0.2222222222222222,0.6153846153846153,-0.20262349979048322,-0.3252682005265912,0.20096172424699113,1.2969424934443126
2 BR Stunning Brand New Marina View Apartment in Al Mouj – Juman 2,1150,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96893891066,False,False,False,False,False,True,False,False,True,31,4.0,287.5,58,0,0.0009501900380076015,0.0023252815266913093,0.1111111111111111,0.4871794871794871,-0.5766407190975981,-0.72738242806858,-0.5228239626787916,0.6043628206324632
2-Desk Modern Business Centre Offices in Muscat Hills,219,2.6,2.8,Muscat Hills,Office,info@vistaoman.com,96893389810,False,False,False,False,False,False,False,False,False,23,5.4,40.55555555555555,46,1,1.9003800760152028e-05,3.266569242671701e-05,0.18888888888888888,0.28205128205128205,-0.5828333214659943,-0.7380876521659905,-0.01617398183074357,-0.5037646558664959
4 BR + Maid Room Spacious Villa in Ilam Gardens with Amenities,950,4.0,4.0,Ilam Gardens with Amenities,Villa,info@vistaoman.com,96893893288,False,False,True,True,False,True,True,True,False,27,8.0,118.75,32,4,0.0007501500300060013,0.0007586177254362589,0.3333333333333333,0.3846153846153846,-0.5779710310994017,-0.7346978652330084,0.9247474111727738,0.050299082382983674
5 BR Spacious Villa in Mabelah with Small Play Area,500,5.0,5.0,Mabelah with Small Play Area,Villa,info@vistaoman.com,96891991280,False,False,False,False,False,False,False,True,False,26,10.0,50.0,36,4,0.0003000600120024005,0.00012034728788790506,0.4444444444444445,0.3589743589743589,-0.5809642331034601,-0.73767822852222,1.6485330980985566,-0.0882168521793862
440 SQM Great Office Spaces in Azaiba,2310,2.6,2.8,Azaiba,Office,info@vistaoman.com,96872349997,False,False,False,False,False,False,False,False,False,19,5.4,427.77777777777777,9,1,0.002110422084416883,0.003627611106335425,0.18888888888888888,0.17948717948717946,-0.5689249094871365,-0.7213012827714008,-0.01617398183074357,-1.0578283941159754
2 BR Impressive Brand New Marina View Apartment in Al Mouj – Juman 2,1150,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96893891066,False,False,False,False,False,True,False,False,True,31,4.0,287.5,58,0,0.0009501900380076015,0.0023252815266913093,0.1111111111111111,0.4871794871794871,-0.5766407190975981,-0.72738242806858,-0.5228239626787916,0.6043628206324632
5 BR + Maid’s Room Twin Fantastic Villa in Ansab,500,5.0,5.0,Fantastic Villa in Ansab,Villa,info@vistaoman.com,96891991280,False,False,False,False,False,True,True,False,True,27,10.0,50.0,25,4,0.0003000600120024005,0.00012034728788790506,0.4444444444444445,0.3846153846153846,-0.5809642331034601,-0.73767822852222,1.6485330980985566,0.050299082382983674
2 BR Offplan Apartment in Bousher,60995,2.0,2.0,Bousher,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,False,False,False,False,32,4.0,15248.75,21,0,0.06080716143228646,0.1412245336542594,0.1111111111111111,0.5128205128205128,-0.17857811035788104,-0.07880118791270048,-0.5228239626787916,0.742878755194833
2 BR Complex Apartment in Al Khuwair with Swimming Pool,63750,2.0,2.0,Al Khuwair with Swimming Pool,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,False,False,False,True,18,4.0,15937.5,5,0,0.0635627125425085,0.14761884294678929,0.1111111111111111,0.1538461538461538,-0.16025306253303484,-0.048943366597144496,-0.5228239626787916,-1.1963443286783453
1 BR Stunning Freehold Apartment in Al Mouj with Shared Pool & Gym,101000,1.0,1.0,Unknown,Apartment,info@vistaoman.com,96893893443,False,False,True,True,False,True,False,False,False,23,2.0,50500.0,58,0,0.10082016403280657,0.46849479927791626,0.0,0.28205128205128205,0.08751754780290731,1.4493665415246761,-1.2466096496045744,-0.5037646558664959
5 BR Spacious Villa in Azaiba Nearby Amenities,197000,5.0,5.0,Azaiba Nearby Amenities,Villa,info@vistaoman.com,96891991280,False,False,False,False,False,True,False,False,False,29,10.0,19700.0,11,4,0.1968393678735747,0.18254964325625375,0.4444444444444445,0.4358974358974359,0.7260673086686912,0.11416378795788912,1.6485330980985566,0.32733095150772346
3 BR Limited Offer Furnished Freehold Townhouse in Sultan Haitham City,176000,3.0,3.0,Sultan Haitham City,,info@vistaoman.com,96871112421,False,False,False,False,False,False,False,False,False,31,6.0,29333.333333333332,56,5,0.17583516703340668,0.2719848706266655,0.2222222222222222,0.4871794871794871,0.5863845484793009,0.531775904603778,0.20096172424699113,0.6043628206324632
2 + 1 BR Furnished Freehold Apartment in Jebel Sifah,110000,1.0,2.0,Jebel Sifah,Apartment,info@vistaoman.com,96893893288,False,False,False,False,False,False,True,False,False,26,3.0,36666.666666666664,33,0,0.10982196439287858,0.34006705063182324,0.05555555555555555,0.3589743589743589,0.14738158788407454,0.8496813221196796,-0.884716806141683,-0.0882168521793862
5 + 1 BR Large Standalone Freehold Villas in Yiti – Aida,646500,1.0,5.0,Unknown,Villa,info@vistaoman.com,96893893443,False,False,False,False,False,False,True,False,False,24,6.0,107750.0,58,4,0.6464292858571715,0.9999999999999999,0.2222222222222222,0.3076923076923077,3.7159435327225436,3.9311963350863173,0.20096172424699113,-0.36524872130412595
4 BR Amazing Villa with Front Yard Garden – Ghubra,850,4.0,4.0,Unknown,Villa,info@vistaoman.com,96891991280,False,False,False,False,False,False,False,False,False,22,8.0,106.25,58,4,0.0006501300260052011,0.0006425685549729218,0.3333333333333333,0.2564102564102564,-0.5786361871003036,-0.7352397494674106,0.9247474111727738,-0.6422805904288658
1255 SQM Amazing Showroom Space in Azaiba,8250,2.6,2.8,Azaiba,,info@vistaoman.com,96872349997,False,False,False,False,False,False,False,False,False,15,5.4,1527.7777777777776,9,5,0.008051610322064414,0.013839938107109083,0.18888888888888888,0.07692307692307687,-0.5294146430335661,-0.6736154701440156,-0.01617398183074357,-1.611892132365455
99 SQ M Elegant Office Space in Qurum,343,2.6,2.8,Qurum,Office,info@vistaoman.com,96872349997,False,True,False,False,False,False,False,False,False,24,5.4,63.51851851851851,48,1,0.0001430286057211442,0.0002458523166852917,0.18888888888888888,0.3076923076923077,-0.582008528024876,-0.7370921907576073,-0.01617398183074357,-0.36524872130412595
2 BR + Maid’s Room Fully Furnished Apartment in Ghubra with Amenities,500,2.0,2.0,Ghubra with Amenities,Apartment,info@vistaoman.com,96891991280,False,False,True,True,False,True,True,True,True,27,4.0,125.0,29,0,0.0003000600120024005,0.0008166423106679274,0.1111111111111111,0.3846153846153846,-0.5809642331034601,-0.7344269231158074,-0.5228239626787916,0.050299082382983674
2 BR Excellent Flat for Rent With Pool – Bousher,570,2.0,2.0,Unknown,,info@vistaoman.com,96891991280,False,False,False,False,True,True,False,False,False,20,4.0,142.5,58,5,0.0003700740148029606,0.0009791111493165992,0.1111111111111111,0.20512820512820507,-0.5804986239028288,-0.7336682851876444,-0.5228239626787916,-0.9193124595536055
2 BR Freehold Fantastic Apartment in Sultan Haitham City,70850,2.0,2.0,Sultan Haitham City,Apartment,info@vistaoman.com,96871112421,False,False,False,False,True,True,False,False,True,34,4.0,17712.5,56,0,0.07066413282656532,0.16409782515258314,0.1111111111111111,0.5641025641025641,-0.11302698646900292,0.02800419468795442,-0.5228239626787916,1.0199106243195728
"5 BR + Maid’s Room Brand New Villa – MSQ, Near Pakistani Embassy",1700,5.0,5.0,Unknown,Villa,info@vistaoman.com,96893893288,False,False,False,False,True,False,True,False,True,34,10.0,170.0,58,4,0.0015003000600120025,0.0012344193243359408,0.4444444444444445,0.5641025641025641,-0.5729823610926378,-0.7324761398719598,1.6485330980985566,1.0199106243195728
2 BR Fully Furnished Apartment in Bowsher Near Dunes,46000,2.0,2.0,Bowsher Near Dunes,Apartment,info@vistaoman.com,96891991280,False,False,True,False,False,False,False,True,False,24,4.0,11500.0,22,0,0.045809161832366475,0.10642138743230464,0.1111111111111111,0.3076923076923077,-0.27831825269311466,-0.2413122698098918,-0.5228239626787916,-0.36524872130412595
4 BR + Maid’s Room Spacious Villa in Sultan Haitham City,247000,4.0,4.0,Sultan Haitham City,Villa,info@vistaoman.com,96871112421,False,False,False,False,False,False,False,False,False,25,8.0,30875.0,56,4,0.2468493698739748,0.2862976016504771,0.3333333333333333,0.33333333333333326,1.0586453091196202,0.598608293513371,0.9247474111727738,-0.2267327867417561
2 BR Commercial/Residential Apartment in 18th Nov Street,375,2.0,2.0,18th Nov Street,Apartment,info@vistaoman.com,96872349997,False,False,False,False,True,False,False,False,True,22,4.0,93.75,0,0,0.0001750350070014003,0.0005265193845095848,0.1111111111111111,0.2564102564102564,-0.5817956781045874,-0.7357816337018126,-0.5228239626787916,-0.6422805904288658
4 BR + Maid’s Room Villa with Private Pool & Garden in Muscat Bay,422300,4.0,4.0,Muscat Bay,Villa,info@vistaoman.com,96871514513,False,False,False,False,True,True,True,False,False,41,8.0,52787.5,44,4,0.42218443688737745,0.48973179747270695,0.3333333333333333,0.7435897435897436,2.2246637787005774,1.5485313564202612,0.9247474111727738,1.989522166256162
"3 BR Townhouse + Maid’s Room in Dar Al Zain, Seeb with Private Pool",90000,3.0,3.0,Unknown,,info@vistaoman.com,96871514513,False,False,False,False,True,False,True,True,False,19,6.0,15000.0,58,5,0.08981796359271854,0.138915155162039,0.2222222222222222,0.17948717948717946,0.01435038770370292,-0.08958468417730236,0.20096172424699113,-1.0578283941159754
"6 BR Villa for Sale in Al Amerat, Second Heights",67000,6.0,6.0,Unknown,Villa,info@vistaoman.com,96893893288,False,False,False,False,False,False,False,True,False,26,12.0,5583.333333333333,58,4,0.06681336267253452,0.0514914467463251,0.5555555555555556,0.3589743589743589,-0.13863549250372445,-0.49780414076022156,2.3723187850243392,-0.0882168521793862
6 BR + 1 Maid’s Room Amazing Villa for Sale in Mawaleh,146000,6.0,6.0,Mawaleh,Villa,info@vistaoman.com,96893893288,False,False,False,False,False,False,True,False,False,23,12.0,12166.666666666666,40,4,0.14582916583316663,0.11261067652368262,0.5555555555555556,0.28205128205128205,0.3868377482087435,-0.2124117773084462,2.3723187850243392,-0.5037646558664959
3 BR Off Plan Duplex Apartment in Ghala Heights,73500,3.0,3.0,Ghala Heights,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,True,False,False,False,28,6.0,12250.0,27,0,0.07331466293258652,0.11338433766010488,0.2222222222222222,0.41025641025641024,-0.09540035244510367,-0.2087992157457655,0.20096172424699113,0.18881501694535355
6 + 1 BR Incredible Villa in Mawaleh for Sale,180000,1.0,6.0,Mawaleh for Sale,Villa,info@vistaoman.com,96871514513,False,False,False,False,True,False,True,False,False,24,7.0,25714.285714285714,42,4,0.17983596719343867,0.2383858727020422,0.27777777777777773,0.3076923076923077,0.6129907885153753,0.3748875167387876,0.5628545677098825,-0.36524872130412595
5 + 1 BR Freehold Furnished Penthouse Apartment – Sultan Haitham City,455015,1.0,5.0,Unknown,Penthouse,info@vistaoman.com,96871112421,False,False,True,True,False,True,True,True,False,38,6.0,75835.83333333333,58,2,0.45490598119623926,0.7037109945843719,0.2222222222222222,0.6666666666666666,2.4422695643956205,2.5476936334264892,0.20096172424699113,1.5739743625690523
5 BR Lovely Villa in Amerat,94000,5.0,5.0,Amerat,Villa,info@vistaoman.com,96893893288,False,False,False,False,True,False,False,False,False,22,10.0,9400.0,8,4,0.09381876375275056,0.08692512679446403,0.4444444444444445,0.2564102564102564,0.04095662773977725,-0.3323488211894454,1.6485330980985566,-0.6422805904288658
DEAL ALERT!  4 BR + Maid’s Room Brand New Villa in Al-Bustan for Sale,83000,4.0,4.0,Unknown,Villa,info@vistaoman.com,96871514513,False,False,False,False,False,False,False,False,False,25,8.0,10375.0,58,4,0.08281656331266253,0.09597696209060431,0.3333333333333333,0.33333333333333326,-0.03221053235942715,-0.29008185090608124,0.9247474111727738,-0.2267327867417561
400 SQM Road-Facing Showroom for Rent in Ruwi,2500,2.6,2.8,Ruwi,,info@vistaoman.com,96872349997,False,False,False,False,False,False,False,False,False,15,5.4,462.96296296296293,51,5,0.002300460092018404,0.0039542680306025955,0.18888888888888888,0.07692307692307687,-0.567661113085423,-0.7197759790004912,-0.01617398183074357,-1.611892132365455
1 BR Fully Furnished Apartment in Muscat Grand Mall,70000,1.0,1.0,Muscat Grand Mall,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,False,False,True,False,22,2.0,35000.0,45,0,0.06981396279255851,0.3245938279033783,0.0,0.2564102564102564,-0.11868081247666872,0.7774300908660656,-1.2466096496045744,-0.6422805904288658
5 BR Amazing Villa in Qurum – Near PDO,550,5.0,5.0,Unknown,Villa,info@vistaoman.com,96893893288,False,False,False,False,False,False,False,False,True,32,10.0,55.0,58,4,0.0003500700140028006,0.0001667669560732399,0.4444444444444445,0.5128205128205128,-0.5806316551030092,-0.7374614748284591,1.6485330980985566,0.742878755194833
2 BR Amazing Apartment Boulevard Tower – Muscat Hills,400,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96893891066,False,False,True,True,False,True,False,True,True,30,4.0,100.0,58,0,0.00020004000800160032,0.0005845439697412533,0.1111111111111111,0.46153846153846145,-0.581629389104362,-0.7355106915846116,-0.5228239626787916,0.46584688607009334
1 BR Freehold Large Flat in Muscat Hills – BLV Tower,66147,1.0,1.0,Unknown,,info@vistaoman.com,96893893443,False,False,True,True,False,True,False,True,False,20,2.0,33073.5,58,5,0.06596019203840768,0.3067083297515688,0.0,0.20512820512820507,-0.14430927319141731,0.6939148926600133,-1.2466096496045744,-0.9193124595536055
"2 BR + Maid’s Room Simplex Apartment, Madinat Sultan Qaboos",650,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96891991280,False,False,True,False,True,True,True,True,False,27,4.0,162.5,58,0,0.0004500900180036008,0.0011647898220579385,0.1111111111111111,0.3846153846153846,-0.5799664991021073,-0.732801270412601,-0.5228239626787916,0.050299082382983674
3 BR + Maid’s Room Prime Located Villa in Bosher,1250,3.0,3.0,Bosher,Villa,info@vistaoman.com,96891991280,False,False,False,False,True,True,True,True,True,27,6.0,208.33333333333334,17,4,0.0010502100420084017,0.0015903034470901745,0.2222222222222222,0.3846153846153846,-0.5759755630966962,-0.7308143615531267,0.20096172424699113,0.050299082382983674
5 BR Stunning Seafront Villa in Sifa – Private Pool,1000000,5.0,5.0,Unknown,Villa,info@vistaoman.com,96871112421,False,False,False,False,True,False,False,True,False,38,10.0,100000.0,58,4,1.0,0.928049514312731,0.4444444444444445,0.6666666666666666,6.067269995910612,3.595228109757012,1.6485330980985566,1.5739743625690523
2 BR Elegant Offplan Duplex Apartment in Ghubra,58000,2.0,2.0,Ghubra,Apartment,info@vistaoman.com,96871514513,False,False,True,False,True,False,False,False,True,33,4.0,14500.0,28,0,0.0578115623124625,0.13427318834350552,0.1111111111111111,0.5384615384615384,-0.1984995325848917,-0.11126005355338657,-0.5228239626787916,0.8813946897572029
1 BR Amazing Freehold Apartment in Jebel Sifah,55000,1.0,1.0,Jebel Sifah,Apartment,info@vistaoman.com,96893893288,False,False,False,False,False,True,False,False,False,21,2.0,27500.0,33,0,0.054810962192438493,0.2549643256253761,0.0,0.23076923076923073,-0.21845421261194745,0.45229955022480267,-1.2466096496045744,-0.7807965249912356
98 SQ M Freehold Office Space For Sale in Al Khoud,107250,2.6,2.8,Al Khoud,Office,info@vistaoman.com,96871514513,False,False,False,False,False,False,False,False,False,28,5.4,19861.11111111111,2,1,0.10707141428285658,0.1840453881200034,0.18888888888888888,0.41025641025641024,0.12908979785927346,0.1211480736457384,-0.01617398183074357,0.18881501694535355
5 BR + Maid’s Room Freehold Modern Twin Villa in Sultan Haitham City,174650,5.0,5.0,Villa in Sultan Haitham City,Villa,info@vistaoman.com,96871112421,False,False,False,False,False,True,True,False,False,38,10.0,17465.0,59,4,0.17448489697939587,0.16180005157740907,0.4444444444444445,0.6666666666666666,0.5774049424671258,0.01727488684679274,1.6485330980985566,1.5739743625690523
100 SQ M Office Space in Qurum,400,2.6,2.8,Qurum,Office,info@vistaoman.com,96893389810,False,False,False,False,False,False,False,False,False,12,5.4,74.07407407407408,48,1,0.00020004000800160032,0.00034384939396544313,0.18888888888888888,0.0,-0.581629389104362,-0.7366345996263345,-0.01617398183074357,-2.0274399360525646
7 + 1 BR Incredible Villa For Sale – Al Khoud 6,525000,1.0,7.0,Unknown,Villa,info@vistaoman.com,96893893443,False,False,False,False,False,False,False,False,False,21,8.0,65625.0,58,4,0.5249049809961993,0.608914295538554,0.3333333333333333,0.23076923076923073,2.907778991626786,2.105046465151223,0.9247474111727738,-0.7807965249912356
2 BR Amazing Freehold Apartment in Al Mouj with Gym & Swimming Pool,203000,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96893893443,False,True,True,True,False,False,False,False,False,26,4.0,50750.0,58,0,0.20284056811362272,0.470815782687183,0.1111111111111111,0.3589743589743589,0.7659766687228027,1.4602042262127182,-0.5228239626787916,-0.0882168521793862
2 BR Corner Furnished Apartment in Ghubra,600,2.0,2.0,Ghubra,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,True,False,True,True,30,4.0,150.0,28,0,0.00040008001600320064,0.0010487406515946015,0.1111111111111111,0.46153846153846145,-0.5802990771025582,-0.7333431546470032,-0.5228239626787916,0.46584688607009334
3 BR + Maid’s Room Cozy Apartment in Ghubra,350,3.0,3.0,Ghubra,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,False,True,False,True,23,6.0,58.333333333333336,28,0,0.00015003000600120024,0.0001977134015301298,0.2222222222222222,0.28205128205128205,-0.581961967104813,-0.737316972365952,0.20096172424699113,-0.5037646558664959
